order_id,customer_id,order_date,amount
11821,14781,2026-03-05,860.11
11822,37906,2026-05-18,80.21
11823,21574,2024-09-14,670.41
11824,33360,2026-02-04,859.27
11825,66063,2026-04-03,153.95
11826,73392,2026-02-06,762.91
11827,43464,2025-06-10,482.91
11828,99597,2025-06-25,989.97
11829,95019,2025-03-02,81.86
11830,16572,2026-04-16,173.09
11831,97277,2024-10-04,630.67
11832,19143,2025-02-28,419.37
11833,25105,2024-12-02,629.37
11834,8626,2025-04-06,938.23
11835,39200,2025-05-12,829.7
11836,15927,2024-07-19,412.33
11837,31219,2025-06-18,754.85
11838,44473,2026-02-09,52.48
11839,91917,2025-12-09,327.28
11840,20567,2025-07-24,400.68
11841,56126,2025-12-25,200.68
11842,33206,2025-07-13,729.23
11843,29718,2025-09-26,379.95
11844,49985,2025-08-05,455.33
11845,25136,2026-05-22,838.01
11846,28165,2025-01-04,232.47
11847,74490,2025-04-17,908.43
11848,38563,2025-09-09,484.57
11849,69111,2024-11-27,949.89
11850,20170,2025-04-06,514.45
11851,59859,2024-12-02,412.47
11852,21605,2025-02-21,873.15
11853,89671,2026-03-09,638.99
11854,88739,2025-09-07,248.93
11855,685,2024-06-29,526.05
11856,8008,2025-03-07,502.16
11857,41788,2025-01-27,84.3
11858,49583,2024-08-10,603.82
11859,74792,2026-02-22,423.14
11860,97799,2026-03-18,566.07
11861,83630,2024-07-05,707.43
11862,5783,2025-09-01,779.28
11863,66771,2024-10-03,775.19
11864,57646,2025-12-15,49.55
11865,99725,2025-01-29,284.62
11866,31997,2026-02-06,288.03
11867,29205,2025-09-26,653.67
11868,17153,2024-10-02,986.81
11869,55187,2025-03-07,348.07
11870,90556,2025-06-01,837.96
11871,85025,2025-09-30,609.24
11872,19690,2025-10-21,920.13
11873,50691,2024-08-25,856.83
11874,94043,2024-05-25,475.21
11875,83252,2025-12-09,492.91
11876,57321,2024-12-19,759.84
11877,64227,2025-10-16,841.11
11878,56092,2025-06-12,593.67
11879,79302,2026-05-05,564.59
11880,21943,2025-01-12,685.36
11881,38713,2024-10-17,603.35
11882,65278,2025-06-28,787.96
11883,49633,2024-12-10,145.89
11884,38032,2025-10-01,343.7
11885,20479,2025-10-07,694.51
11886,22552,2026-03-02,975.47
11887,48069,2025-02-13,537.41
11888,93609,2025-05-16,620.2
11889,35562,2024-10-07,72.31
11890,2893,2025-04-15,632.83
11891,99503,2025-03-21,934.82
11892,24396,2025-02-16,876.0
11893,18757,2024-10-16,598.49
11894,87711,2024-10-17,235.56
11895,34652,2026-03-07,927.55
11896,66334,2025-08-21,330.92
11897,73746,2024-08-30,247.02
11898,49307,2025-06-28,199.35
11899,21347,2025-11-23,972.62
11900,28025,2024-09-22,199.93
11901,94951,2024-10-15,341.65
11902,40819,2025-01-16,679.34
11903,5948,2024-11-18,285.74
11904,75154,2025-09-01,601.78
11905,86241,2026-05-10,672.99
11906,94239,2026-05-04,196.47
11907,67429,2025-06-09,616.92
11908,29755,2024-12-11,789.02
11909,63356,2025-08-01,804.22
11910,58242,2026-01-24,691.45
11911,68961,2026-04-07,198.07
11912,13419,2024-12-27,689.12
11913,95423,2026-01-06,715.49
11914,88594,2025-09-11,557.37
11915,55185,2026-05-22,212.42
11916,4834,2025-07-04,468.06
11917,75431,2025-05-27,524.91
11918,41834,2025-12-17,126.04
11919,566,2024-12-22,725.52
11920,40181,2024-07-29,298.55
11921,18403,2025-02-04,254.56
11922,42846,2026-01-30,602.15
11923,75852,2026-05-10,637.11
11924,12835,2025-10-31,344.0
11925,67851,2024-10-10,888.4
11926,37181,2025-07-18,811.48
11927,3884,2025-11-20,381.25
11928,75588,2024-07-29,397.71
11929,11696,2025-06-04,719.87
11930,23124,2026-05-03,933.16
11931,58482,2025-09-27,464.49
11932,73439,2024-10-03,347.99
11933,17574,2025-02-21,262.18
11934,94911,2025-08-06,81.33
11935,56495,2024-08-26,133.18
11936,12289,2026-04-13,382.8
11937,46979,2024-12-21,555.18
11938,72421,2024-06-16,399.15
11939,76096,2025-09-17,75.88
11940,54673,2025-06-22,813.87
11941,61822,2025-03-24,262.26
11942,83662,2024-07-04,500.11
11943,69225,2025-05-05,935.4
11944,89406,2026-03-20,555.14
11945,54797,2025-07-03,822.95
11946,44707,2025-09-22,516.01
11947,4024,2026-01-20,426.29
11948,82637,2025-08-11,273.04
11949,36736,2025-05-15,981.76
11950,72960,2025-01-28,631.83
11951,39219,2025-04-17,494.66
11952,12214,2025-02-11,117.0
11953,98695,2025-01-28,442.8
11954,28461,2024-08-31,320.01
11955,64681,2024-10-07,148.33
11956,31018,2024-09-24,131.69
11957,98537,2025-07-19,762.52
11958,92039,2024-09-05,994.25
11959,30991,2026-02-13,50.62
11960,19516,2026-02-15,79.58
11961,29992,2024-06-03,116.39
11962,7635,2024-11-19,539.87
11963,77035,2026-02-25,136.15
11964,76453,2025-06-04,104.93
11965,29378,2025-09-25,745.59
11966,33002,2024-08-28,429.03
11967,1392,2024-09-09,49.54
11968,65207,2026-04-27,663.69
11969,42216,2025-09-11,69.28
11970,79721,2024-09-03,120.32
11971,27115,2025-12-31,977.07
11972,11883,2024-07-31,722.38
11973,17274,2024-05-27,291.35
11974,45648,2025-02-15,248.27
11975,82666,2025-03-31,228.23
11976,64893,2025-04-16,607.62
11977,42680,2026-03-11,754.21
11978,428,2025-12-23,928.57
11979,96953,2026-03-05,360.02
11980,66268,2024-11-27,244.0
11981,800,2025-10-11,32.72
11982,55660,2025-10-16,588.28
11983,94410,2025-04-06,764.73
11984,7026,2024-09-09,180.12
11985,14482,2024-12-26,966.74
11986,25412,2024-10-25,389.44
11987,96895,2025-05-07,546.29
11988,14962,2025-03-01,27.27
11989,21768,2025-05-19,168.79
11990,51691,2024-12-16,575.53
11991,52871,2025-05-20,617.99
11992,36136,2025-03-05,974.35
11993,64515,2025-03-27,811.45
11994,86929,2026-03-02,133.32
11995,78799,2025-10-13,253.73
11996,70766,2025-04-23,412.34
11997,23773,2024-08-23,249.6
11998,18800,2025-06-19,613.51
11999,23556,2024-11-30,892.97
12000,92153,2025-11-15,918.45
12001,19334,2026-02-18,286.68
12002,4262,2025-04-22,13.14
12003,69003,2025-12-18,674.45
12004,46554,2025-12-02,440.84
12005,3089,2025-08-30,862.29
12006,45784,2024-11-22,851.09
12007,1116,2025-06-02,451.7
12008,70115,2024-11-24,239.86
12009,68127,2026-05-17,848.81
12010,72909,2026-02-14,414.45
12011,69110,2026-01-18,449.69
12012,2979,2025-12-13,158.88
12013,9423,2025-03-26,889.24
12014,43627,2025-03-21,852.08
12015,89234,2024-07-20,753.19
12016,56175,2026-01-08,32.8
12017,96357,2025-02-22,767.41
12018,37744,2024-12-23,213.08
12019,70462,2024-05-24,676.58
12020,57200,2024-07-13,442.28
12021,29431,2024-09-18,876.4
12022,28835,2024-07-01,348.87
12023,24436,2025-09-26,30.51
12024,87213,2024-12-11,512.48
12025,55798,2025-08-07,394.02
12026,43555,2024-07-26,447.77
12027,54556,2025-07-07,213.41
12028,85351,2024-07-01,153.07
12029,14717,2025-08-21,86.58
12030,60262,2026-01-24,838.57
12031,27529,2024-10-31,686.45
12032,1996,2026-02-06,176.7
12033,22415,2025-11-14,409.97
12034,13845,2024-09-04,225.75
12035,36660,2025-02-05,359.73
12036,15523,2025-03-30,281.4
12037,74035,2025-07-30,717.78
12038,42323,2025-10-19,899.47
12039,67639,2026-03-29,385.65
12040,8525,2025-01-09,878.95
12041,30847,2024-06-21,961.05
12042,73644,2025-04-13,689.63
12043,60097,2025-06-30,567.68
12044,83805,2025-09-02,649.02
12045,47704,2025-08-14,74.05
12046,24400,2024-05-24,715.94
12047,75161,2025-10-26,31.66
12048,92663,2026-01-25,575.94
12049,88668,2025-01-09,365.93
12050,48592,2024-12-08,30.29
12051,20715,2026-01-21,441.93
12052,35878,2025-10-21,450.87
12053,84107,2025-03-21,429.9
12054,78019,2025-10-17,442.99
12055,99855,2025-02-07,354.75
12056,59137,2026-05-06,276.43
12057,33415,2025-12-07,912.48
12058,86577,2025-09-19,267.26
12059,78944,2025-11-05,166.52
12060,45469,2024-12-10,226.95
12061,98842,2026-05-22,589.64
12062,79703,2026-05-13,522.0
12063,72109,2025-10-05,535.63
12064,98539,2025-06-02,203.76
12065,92509,2025-10-24,45.93
12066,46836,2024-08-19,387.63
12067,63334,2026-05-21,57.5
12068,42465,2024-07-26,236.29
12069,22924,2025-07-14,710.03
12070,61856,2025-10-13,167.17
12071,67446,2025-03-06,619.3
12072,98385,2025-05-02,557.3
12073,67620,2026-03-28,257.89
12074,46147,2025-04-05,530.0
12075,60033,2024-08-20,262.59
12076,17141,2026-01-13,157.54
12077,2671,2024-12-12,150.22
12078,36520,2025-12-21,441.53
12079,44513,2025-08-18,872.3
12080,57812,2025-05-13,194.16
12081,14692,2024-10-10,415.37
12082,34263,2025-04-01,174.96
12083,54893,2025-09-22,76.11
12084,25596,2024-12-25,873.09
12085,57208,2025-07-23,624.74
12086,33441,2026-01-19,576.88
12087,8631,2025-12-24,785.27
12088,31251,2026-02-26,873.11
12089,94335,2025-01-14,868.14
12090,98749,2025-07-07,743.68
12091,77519,2026-04-09,295.36
12092,74192,2025-04-17,475.55
12093,64792,2024-07-17,429.03
12094,84119,2024-11-02,176.25
12095,63754,2025-11-28,27.01
12096,60521,2026-03-16,961.73
12097,4009,2025-11-17,606.61
12098,44465,2026-03-09,86.28
12099,497,2024-06-12,775.11
12100,99768,2025-03-23,276.35
12101,23213,2026-01-06,785.31
12102,20638,2025-11-16,538.61
12103,45228,2025-09-29,781.27
12104,82414,2024-11-26,557.9
12105,83347,2025-05-11,375.24
12106,9885,2025-09-14,187.13
12107,68260,2025-03-04,538.32
12108,49811,2025-11-20,194.94
12109,4762,2025-07-10,789.04
12110,73167,2024-05-30,332.22
12111,16376,2025-10-15,180.08
12112,25219,2024-12-19,279.61
12113,30566,2024-12-16,815.17
12114,32976,2024-06-16,505.9
12115,27074,2025-03-30,895.89
12116,69727,2024-12-05,399.87
12117,1884,2026-02-17,175.33
12118,68423,2024-08-01,474.38
12119,49630,2025-01-24,848.07
12120,64171,2025-05-26,249.51
12121,74490,2024-12-02,612.88
12122,8382,2026-02-11,373.52
12123,23239,2025-11-03,785.33
12124,13796,2026-03-30,467.78
12125,95965,2024-11-05,460.39
12126,63000,2025-01-14,713.11
12127,49908,2024-06-12,716.3
12128,9639,2025-09-08,170.47
12129,70468,2025-10-30,609.95
12130,42624,2025-10-25,51.85
12131,38493,2025-02-15,983.03
12132,26412,2025-04-07,144.55
12133,20535,2026-03-08,294.33
12134,29182,2025-10-23,533.6
12135,19997,2026-01-18,495.06
12136,72090,2025-01-24,756.72
12137,83610,2026-05-18,554.81
12138,72667,2024-12-14,728.97
12139,29406,2025-07-31,889.9
12140,71326,2025-02-08,471.95
12141,28931,2025-04-14,650.88
12142,17530,2024-07-23,524.46
12143,53547,2025-02-28,788.52
12144,7943,2024-12-15,581.7
12145,7549,2025-12-30,839.25
12146,18297,2024-11-28,411.15
12147,51017,2024-11-21,258.92
12148,97781,2025-02-03,937.5
12149,297,2026-02-22,175.23
12150,67946,2026-02-06,859.35
12151,59981,2024-06-17,134.98
12152,56783,2025-01-23,46.05
12153,34230,2024-08-10,82.68
12154,96383,2025-09-20,994.77
12155,53445,2025-11-18,843.53
12156,35037,2025-04-14,124.38
12157,39323,2024-07-05,905.12
12158,27168,2025-10-07,388.75
12159,51668,2025-09-05,306.52
12160,94528,2024-05-28,33.64
12161,83338,2025-05-04,492.35
12162,51469,2024-10-22,752.81
12163,72895,2024-08-06,223.41
12164,53085,2025-04-23,777.32
12165,63139,2024-12-18,752.84
12166,22589,2026-01-20,455.44
12167,62902,2025-04-19,594.53
12168,17672,2025-01-20,761.17
12169,83039,2025-03-02,148.45
12170,90665,2026-04-29,795.82
12171,31646,2025-11-02,402.4
12172,7638,2025-08-11,150.89
12173,661,2025-02-21,901.5
12174,6923,2024-09-08,904.63
12175,93698,2026-01-26,260.39
12176,44722,2024-08-27,405.25
12177,57257,2025-05-28,715.76
12178,69507,2025-04-07,377.85
12179,68944,2026-01-09,212.65
12180,27844,2024-07-20,139.11
12181,9047,2024-09-13,960.02
12182,89337,2026-01-15,252.91
12183,63986,2026-03-22,154.08
12184,80084,2025-08-17,643.62
12185,96926,2025-09-17,110.27
12186,30347,2024-06-23,380.3
12187,88285,2026-02-07,357.05
12188,91385,2025-02-04,910.3
12189,53527,2026-05-22,888.18
12190,73144,2024-07-04,873.39
12191,36788,2024-11-03,87.34
12192,33584,2024-06-27,301.01
12193,12564,2026-02-10,822.88
12194,46061,2024-11-11,556.09
12195,33691,2024-08-13,50.12
12196,94713,2025-07-18,981.54
12197,14926,2025-03-20,848.7
12198,86788,2025-11-10,77.08
12199,83185,2024-10-17,338.14
12200,20109,2025-07-09,317.24
12201,76516,2025-08-13,511.65
12202,68259,2025-03-20,20.95
12203,5356,2025-03-14,110.29
12204,46070,2024-10-11,746.89
12205,94336,2025-04-06,565.97
12206,54472,2025-11-11,69.29
12207,32706,2025-08-06,514.41
12208,43910,2026-03-07,634.37
12209,88607,2024-11-06,377.55
12210,53740,2025-02-10,453.88
12211,76821,2025-07-21,340.7
12212,87274,2024-11-10,616.8
12213,23242,2025-04-14,353.46
12214,27415,2025-10-29,333.28
12215,50819,2024-06-14,374.29
12216,20896,2025-11-17,803.21
12217,92308,2025-09-13,589.76
12218,62410,2025-05-01,884.7
12219,55325,2026-01-24,760.91
12220,66921,2025-12-26,439.07
12221,53556,2025-09-01,518.83
12222,65454,2025-01-04,669.66
12223,22690,2025-12-04,552.51
12224,64357,2025-02-27,751.45
12225,93012,2024-06-03,510.89
12226,8253,2025-03-18,998.66
12227,30845,2024-12-23,161.8
12228,95688,2024-06-08,826.47
12229,23366,2025-09-08,336.85
12230,6027,2026-01-27,717.13
12231,98304,2026-03-24,734.14
12232,28524,2024-11-01,638.85
12233,10483,2026-03-13,152.51
12234,48889,2025-08-28,764.49
12235,50111,2025-12-06,204.37
12236,90645,2025-06-30,620.71
12237,494,2025-08-15,283.0
12238,56195,2025-01-02,228.04
12239,82002,2025-03-31,53.57
12240,39768,2024-06-20,21.99
12241,29551,2026-02-24,141.61
12242,13834,2026-01-26,424.19
12243,2971,2026-04-23,201.73
12244,98316,2025-03-12,801.48
12245,95495,2025-06-01,884.33
12246,82682,2026-03-11,432.64
12247,49178,2025-04-22,572.5
12248,67343,2026-01-01,990.52
12249,71201,2024-11-30,218.51
12250,61502,2024-10-29,991.12
12251,28901,2026-02-18,171.76
12252,14127,2025-06-17,47.09
12253,70691,2025-03-23,729.97
12254,87745,2025-06-21,789.14
12255,79304,2026-04-04,226.9
12256,85580,2025-07-30,915.98
12257,47995,2026-04-04,173.95
12258,67062,2026-02-04,675.89
12259,99065,2025-04-21,123.09
12260,16979,2024-09-22,672.72
12261,56345,2024-11-10,813.57
12262,46649,2026-02-22,349.31
12263,1056,2025-05-11,730.64
12264,75583,2025-10-04,378.4
12265,81215,2024-10-08,474.24
12266,44877,2024-09-21,956.96
12267,92161,2025-09-01,581.27
12268,38726,2025-06-04,552.45
12269,5256,2025-12-25,902.31
12270,74948,2025-10-28,744.69
12271,53381,2024-07-10,635.21
12272,53334,2025-03-21,333.27
12273,42460,2025-08-08,164.04
12274,36164,2025-04-24,685.14
12275,33972,2024-11-30,719.4
12276,96772,2026-04-20,524.85
12277,65150,2025-02-14,286.17
12278,84731,2025-11-25,597.91
12279,19477,2024-10-15,897.62
12280,68581,2025-06-14,233.94
12281,86594,2025-12-20,32.0
12282,69051,2025-06-03,488.56
12283,75527,2025-11-19,334.87
12284,7508,2025-12-01,513.75
12285,70394,2025-08-07,503.89
12286,12119,2025-10-04,727.03
12287,50530,2024-10-14,410.66
12288,68683,2024-05-23,952.58
12289,91938,2024-07-19,307.34
12290,54177,2025-11-22,864.49
12291,91714,2025-03-22,115.43
12292,4415,2025-12-13,156.49
12293,83031,2025-04-06,231.39
12294,85974,2024-10-28,785.64
12295,62138,2026-05-11,881.94
12296,3938,2026-04-19,256.25
12297,36732,2025-05-01,906.12
12298,86863,2026-02-06,926.79
12299,38666,2025-09-05,700.41
12300,74511,2025-07-03,510.79
12301,17501,2025-09-11,418.52
12302,1751,2025-03-09,405.85
12303,65019,2026-02-20,570.91
12304,4028,2025-03-08,306.09
12305,5746,2025-04-06,250.07
12306,61732,2025-10-21,626.83
12307,86985,2024-07-25,949.01
12308,28452,2026-04-14,666.25
12309,93744,2025-09-14,777.22
12310,71475,2024-10-05,926.86
12311,61537,2025-11-14,66.33
12312,12151,2024-11-07,411.87
12313,13407,2025-06-15,437.85
12314,19782,2025-03-03,420.08
12315,57418,2025-06-30,978.58
12316,18326,2025-10-19,340.45
12317,68685,2025-03-09,376.68
12318,94416,2025-06-20,314.93
12319,73470,2025-04-30,491.65
12320,9437,2025-11-24,997.82
12321,17670,2024-08-22,928.56
12322,72011,2024-08-05,402.38
12323,76765,2024-07-19,221.89
12324,99075,2024-11-06,435.8
12325,1844,2024-12-10,242.76
12326,65610,2024-11-25,250.8
12327,50813,2026-01-11,806.48
12328,16060,2024-11-04,342.75
12329,86270,2026-04-23,602.0
12330,40769,2024-12-16,597.51
12331,25396,2026-05-20,854.67
12332,20203,2024-06-21,109.65
12333,13274,2025-11-02,91.49
12334,48890,2026-03-17,740.06
12335,98636,2024-10-30,158.55
12336,73049,2024-08-19,434.26
12337,93768,2026-02-26,897.62
12338,88811,2025-10-09,935.03
12339,45511,2025-06-22,795.65
12340,87946,2024-09-18,700.41
12341,70650,2025-11-16,160.37
12342,2882,2025-08-18,60.84
12343,45914,2026-02-14,476.5
12344,84786,2025-06-25,42.36
12345,65038,2025-01-17,298.51
12346,62458,2025-07-05,845.14
12347,35344,2025-10-02,681.95
12348,62390,2026-04-05,918.9
12349,78251,2025-01-02,702.98
12350,8657,2025-02-03,669.4
12351,5742,2024-10-20,96.64
12352,16662,2026-05-11,173.57
12353,97092,2025-11-14,316.67
12354,28691,2024-06-27,108.97
12355,32834,2025-10-27,996.35
12356,71241,2025-01-07,91.52
12357,77712,2025-09-23,49.12
12358,57142,2024-10-01,10.21
12359,78233,2024-06-25,923.33
12360,39024,2025-08-20,791.65
12361,40210,2025-06-20,898.09
12362,93591,2025-02-26,825.95
12363,86613,2024-11-17,495.46
12364,80523,2024-05-27,274.66
12365,14441,2024-10-06,298.51
12366,7961,2025-05-29,838.48
12367,22463,2025-07-15,80.97
12368,17822,2025-08-04,616.61
12369,57773,2025-02-16,147.23
12370,27259,2024-09-23,467.71
12371,92890,2025-09-21,853.87
12372,88953,2026-03-03,165.82
12373,62525,2024-07-08,778.31
12374,22116,2024-07-11,519.74
12375,46434,2025-12-18,501.45
12376,90505,2024-06-06,231.55
12377,88268,2025-12-07,290.86
12378,88322,2026-01-16,399.46
12379,79365,2025-10-09,345.27
12380,70078,2025-01-21,171.18
12381,40645,2024-09-17,477.93
12382,62644,2025-09-14,457.98
12383,13312,2025-08-24,952.19
12384,30532,2025-03-20,313.33
12385,14589,2025-03-24,656.95
12386,49417,2025-01-03,816.49
12387,12381,2025-02-08,423.79
12388,42646,2025-08-02,931.19
12389,17819,2024-08-27,796.31
12390,30858,2024-05-28,848.65
12391,21712,2024-07-22,669.59
12392,5098,2025-01-27,218.44
12393,28394,2026-03-11,466.67
12394,22077,2024-05-28,706.2
12395,84275,2026-03-21,46.43
12396,57610,2024-08-01,68.16
12397,29318,2026-03-13,876.39
12398,58481,2025-05-03,156.2
12399,7045,2025-05-19,998.24
12400,71034,2025-02-01,134.85
12401,55487,2024-05-22,725.54
12402,55163,2025-09-11,289.65
12403,79288,2026-04-05,339.4
12404,29883,2025-09-02,326.75
12405,54079,2026-01-31,246.86
12406,58735,2024-09-26,486.78
12407,43827,2024-11-01,415.78
12408,87986,2025-09-10,930.57
12409,44029,2024-12-22,671.59
12410,51332,2024-10-30,674.92
12411,98939,2025-08-26,732.09
12412,32544,2025-10-07,309.52
12413,29363,2026-01-03,712.02
12414,27316,2025-01-01,896.63
12415,27747,2025-11-04,659.62
12416,10058,2024-12-21,370.57
12417,42916,2025-10-15,396.89
12418,21062,2025-02-24,351.63
12419,51371,2025-01-22,58.42
12420,34158,2025-06-29,842.71
12421,11323,2025-11-07,805.59
12422,69813,2025-10-07,395.66
12423,77843,2025-12-05,814.39
12424,34018,2026-01-08,468.87
12425,56793,2026-02-12,966.89
12426,27743,2024-12-31,785.89
12427,97137,2024-09-14,863.95
12428,64809,2024-09-10,455.12
12429,17630,2025-10-18,817.62
12430,8246,2025-12-26,747.83
12431,96951,2025-09-16,710.31
12432,43871,2026-01-12,661.82
12433,95635,2026-03-06,958.48
12434,64830,2024-06-10,754.0
12435,10589,2024-09-29,869.45
12436,443,2024-12-26,192.12
12437,77340,2024-05-30,870.48
12438,40722,2024-10-13,172.54
12439,37146,2025-07-11,258.09
12440,10600,2026-04-20,102.28
12441,72595,2025-07-24,876.77
12442,82743,2026-01-27,341.21
12443,77431,2024-11-16,51.61
12444,2940,2025-12-21,148.94
12445,22150,2024-07-25,517.66
12446,66568,2025-09-03,500.4
12447,10209,2024-06-24,285.08
12448,66099,2024-12-29,210.23
12449,49493,2025-02-13,188.71
12450,20952,2025-04-17,48.06
12451,48921,2024-06-17,19.13
12452,46767,2025-04-02,367.12
12453,57015,2024-10-23,349.53
12454,28352,2025-06-20,618.73
12455,84217,2025-04-14,343.81
12456,49387,2024-07-31,113.55
12457,87123,2024-08-13,773.85
12458,9309,2025-06-27,969.58
12459,59253,2025-05-30,209.7
12460,75146,2025-08-25,156.33
12461,95032,2024-09-08,683.55
12462,83212,2024-06-14,859.2
12463,28065,2024-06-22,746.61
12464,53880,2024-07-31,280.71
12465,8721,2025-12-17,396.78
12466,42941,2025-07-05,533.45
12467,79994,2026-04-13,594.58
12468,68476,2025-01-19,927.31
12469,47114,2025-12-07,204.69
12470,48927,2025-05-31,772.01
12471,38204,2025-03-27,733.96
12472,88902,2026-03-14,49.03
12473,5393,2025-03-03,964.5
12474,25906,2024-09-17,595.07
12475,73509,2024-11-08,297.29
12476,50386,2024-10-15,996.82
12477,30654,2026-02-18,461.87
12478,91866,2025-04-15,291.64
12479,84721,2026-04-01,27.74
12480,14800,2024-05-24,593.43
12481,60104,2025-04-14,965.43
12482,15053,2025-11-03,72.17
12483,6045,2024-08-09,831.26
12484,19872,2025-08-06,423.07
12485,89304,2025-06-29,468.91
12486,20235,2025-08-04,885.52
12487,21382,2025-04-18,576.18
12488,17275,2025-12-27,923.86
12489,87841,2026-03-09,836.45
12490,83109,2026-01-29,230.67
12491,49893,2026-01-14,272.05
12492,50522,2024-11-02,892.6
12493,91502,2024-09-19,853.64
12494,83921,2025-04-22,818.57
12495,83392,2025-02-14,671.75
12496,17921,2025-09-10,583.77
12497,16703,2025-11-10,400.86
12498,1895,2026-03-18,14.24
12499,30986,2026-01-17,236.93
12500,28288,2024-08-02,229.58
12501,73528,2024-09-16,823.29
12502,15440,2026-01-06,246.59
12503,94621,2026-04-03,12.23
12504,42236,2026-04-23,57.29
12505,27660,2026-05-07,85.34
12506,24977,2024-11-10,805.25
12507,82644,2025-03-15,539.91
12508,67866,2024-09-21,900.5
12509,68307,2025-05-13,940.52
12510,56698,2025-12-05,26.18
12511,70383,2024-05-29,869.86
12512,16652,2025-04-04,735.42
12513,49045,2024-06-10,769.11
12514,14634,2024-09-28,790.11
12515,79165,2025-08-29,771.21
12516,570,2026-04-26,666.68
12517,59901,2025-06-16,501.67
12518,67510,2025-03-09,584.37
12519,33039,2024-12-15,538.75
12520,49089,2024-12-08,556.84
12521,73178,2024-09-23,781.88
12522,74467,2026-05-03,856.68
12523,72217,2024-12-10,926.37
12524,66794,2024-12-10,395.14
12525,73787,2025-11-05,728.46
12526,38139,2024-09-05,185.46
12527,63311,2024-07-21,659.54
12528,28758,2024-12-27,24.07
12529,70395,2025-07-21,435.21
12530,79028,2025-02-26,335.49
12531,90831,2024-08-20,253.14
12532,56152,2026-02-12,485.07
12533,49273,2026-03-17,108.47
12534,6909,2024-12-04,931.77
12535,10845,2025-06-14,733.71
12536,51456,2025-05-22,177.33
12537,68448,2026-01-30,299.39
12538,74528,2024-12-07,264.52
12539,77109,2025-07-28,170.24
12540,43067,2024-08-01,432.18
12541,95230,2026-02-18,731.87
12542,40005,2025-09-07,367.82
12543,38334,2025-04-28,767.44
12544,83030,2025-12-01,295.89
12545,39698,2024-10-28,997.91
12546,17635,2025-12-30,694.64
12547,24562,2024-10-31,642.63
12548,18034,2025-08-16,85.46
12549,72888,2026-05-20,164.01
12550,55064,2025-08-18,130.23
12551,25922,2025-01-19,937.73
12552,19341,2026-03-19,954.05
12553,62782,2026-04-03,75.32
12554,14902,2025-07-10,772.64
12555,10639,2026-01-22,760.86
12556,38597,2024-12-01,277.35
12557,86915,2025-09-11,187.18
12558,44325,2024-05-30,767.25
12559,88357,2024-09-16,344.15
12560,90597,2024-09-08,505.46
12561,32643,2026-01-27,836.84
12562,25379,2025-05-31,539.25
12563,50868,2026-01-28,515.67
12564,73687,2024-11-29,486.43
12565,42876,2025-10-14,618.22
12566,89596,2025-07-29,787.64
12567,83730,2025-12-06,362.7
12568,64378,2025-02-11,101.11
12569,54692,2024-06-30,184.63
12570,93338,2026-03-04,808.54
12571,64304,2025-01-05,549.85
12572,60840,2025-01-23,257.77
12573,49064,2025-02-21,28.05
12574,91783,2025-07-05,914.74
12575,78344,2024-06-26,806.33
12576,83072,2025-05-21,795.38
12577,5493,2025-11-20,95.56
12578,31358,2025-03-14,72.8
12579,71839,2025-12-17,154.35
12580,32315,2026-05-18,168.74
12581,48698,2024-11-16,817.07
12582,70284,2026-03-24,539.46
12583,59568,2025-01-21,483.9
12584,47007,2026-01-23,925.47
12585,60012,2025-09-17,635.25
12586,10687,2025-11-06,39.49
12587,37450,2025-08-31,854.97
12588,61607,2024-10-01,794.74
12589,18892,2025-11-26,438.08
12590,52116,2024-10-18,809.2
12591,60720,2025-03-15,778.1
12592,95465,2024-07-31,408.43
12593,73031,2025-04-15,175.85
12594,36724,2025-11-05,624.86
12595,29878,2026-04-18,488.59
12596,93518,2026-03-11,590.49
12597,14027,2025-05-07,700.38
12598,20423,2024-12-21,976.38
12599,9245,2025-03-10,747.2
12600,33482,2025-12-31,836.17
12601,89181,2025-09-13,934.46
12602,58032,2025-11-24,782.96
12603,8522,2024-10-19,561.88
12604,1747,2026-02-07,463.27
12605,83128,2025-11-12,328.99
12606,92255,2024-07-28,375.18
12607,68233,2024-08-21,900.97
12608,12013,2024-10-19,46.02
12609,80225,2024-06-24,196.2
12610,23458,2026-01-02,575.23
12611,70573,2025-01-11,26.95
12612,29961,2026-03-15,667.93
12613,87696,2026-02-09,378.81
12614,7911,2025-08-07,345.34
12615,2694,2024-07-25,752.24
12616,15859,2024-09-20,17.36
12617,28811,2026-03-23,322.02
12618,20093,2025-08-23,468.85
12619,88780,2025-10-30,142.74
12620,48701,2025-08-18,105.02
12621,58106,2025-03-21,525.31
12622,30506,2024-07-24,768.46
12623,73229,2025-07-03,596.96
12624,28556,2025-12-31,478.7
12625,71935,2025-02-25,558.05
12626,72789,2026-01-20,556.09
12627,77258,2025-01-12,763.97
12628,17940,2025-03-15,128.56
12629,11826,2025-05-04,812.72
12630,90788,2025-09-14,788.28
12631,24152,2025-09-13,641.7
12632,37,2025-10-14,253.58
12633,93949,2026-05-10,541.71
12634,83708,2025-12-01,431.38
12635,39052,2025-11-18,48.55
12636,98298,2024-05-29,115.51
12637,80739,2025-06-17,939.66
12638,73597,2025-10-19,668.18
12639,60072,2024-08-07,998.42
12640,73602,2025-07-17,698.95
12641,29874,2024-12-12,817.54
12642,36649,2024-12-28,999.29
12643,71469,2024-07-21,287.86
